y,x1,lnx2,lnx3,ln|x4|,ln|x5|,x6,x7,x2,,x3,x4,x5,x6,x7
2429900,917,20.8729967726007,20.0453188808562,-19.3444840111743,17.6022362640132,-0.3141,-0.2659,1161521676.61,,507658167.72,-251885206.31,44111728.79,-0.3141,-0.2659
2197100,2193,21.9224392063289,21.5039179774605,17.9975280635843,18.5283307113543,0.0317,0.1208,3317373546.47,,2182895355.92,65497862.31,111365786.06,0.0317,0.1208
2517100,3468,21.6787977836829,21.3829500569235,19.4893014313579,19.4778381289666,0.1407,0.3274,2600053304.99,,1934181462.09,291136105.23,287817779.84,0.1407,0.3274
12631200,121925,25.4342368220021,25.7601331763296,22.6594189595949,23.1501831001652,0.1221,1.5214,111160042260.97,,153986870053.07,6932032932.59,11323919554.24,0.1221,1.5214
3446000,5039,23.6576715499675,22.8389135893723,21.2667957847566,19.5669243954802,0.1514,1.7978,18810321083.95,,8294957104.87,1722074980.62,314635189,0.1514,1.7978
3526500,700,22.0594917889609,20.719525480898,18.9630707656407,18.3580753689765,0.0595,0.1034,3804657415.89,,996266630.37,172011306.08,93931407.74,0.0595,0.1034
1026700,2393,22.180139609666,21.105241727284,-19.8014525110585,18.3544069769194,-0.1553,-0.641,4292519140,,1465176759.79,-397797050.99,93587461.76,-0.1553,-0.641
1650300,2252,21.6735265801535,20.2594914754788,18.2182321473046,18.4801879221788,0.0613,0.2605,2586383953.45,,628905443.76,81672846.41,106131337.93,0.0613,0.2605
2153400,13429,22.6741453921514,21.2239893224687,-20.7107344530593,-20.0193963120586,-0.2785,-1.0622,7034872418.89,,1649914528.27,-987546806.95,-494667467.55,-0.2785,-1.0622
1655400,609,23.3235313765658,19.6772814910314,-21.0789061263917,17.1571461404389,-1.269,-1.3126,13467313665.59,,351345803.3,-1427094115.11,28265319.18,-1.269,-1.3126
689000,1720,21.2739849502374,20.6850683126976,18.8470960826342,19.137695503539,0.1166,0.3912,1734499871.41,,962522800.52,153175684.09,204830937.87,0.1166,0.3912
2037700,1497,21.9877397165198,21.3488403369189,18.2566167777351,18.0187237632632,0.0459,0.1013,3541229132.93,,1869319573.05,84868773.28,66900952.54,0.0459,0.1013
2307300,1977,21.4643955518592,21.1648446164707,19.0585704326454,16.7462609758558,0.1131,0.7742,2098304662.08,,1555160536.99,189248293.42,18741689.32,0.1131,0.7742
656000,2367,21.8957852626777,21.1910564274085,17.6197753843022,16.031317917581,0.0196,0.1079,3230120444.09,,1596463053.09,44892234.39,9168808.65,0.0196,0.1079
4357300,1911,21.9611317623489,21.0833814705579,18.1926446575582,-15.2809227923071,0.0357,0.1413,3448246791.16,,1433495165.2,79609553.11,-4329327.57,0.0357,0.1413
4982900,951,21.4951008223488,20.8827055217952,18.5917620817575,19.1465964612539,0.0654,0.4027,2163733031.71,,1172853519.25,118658725.95,206662267.59,0.0654,0.4027
2565500,1235,22.4686155520115,19.9024164538417,-21.1425379322771,17.9687989869525,-1.563,-5.9981,5727904259.61,,440057718.13,-1520854115.8,63642941.86,-1.563,-5.9981
3692400,4946,22.5613258998652,22.1772468836564,19.9914866447065,20.4890303234844,0.1592,0.6031,6284335213.37,,4280120000.54,481052343.65,791175461.48,0.1592,0.6031
4415600,15030,21.8274579702201,21.8353293121501,-20.2251313173539,19.525976238499,-0.438,-1.0536,3016786322.8,,3040626182.23,-607663186.8,302011676.5,-0.438,-1.0536
1756000,685,21.394331263038,20.0594546909822,17.1214806321214,16.695089178946,0.0413,0.0508,1956320525.62,,514885287.44,27274987.52,17806768.2,0.0413,0.0508
3330000,4572,22.4566269429484,22.3534484240088,20.9017353649695,21.0205850948403,0.275,0.7508,5659644641.19,,5104806705.11,1195386456.93,1346245030.2,0.275,0.7508
6544800,6341,23.6877079578496,22.9659836779428,20.8642600091536,20.9945654111307,0.0933,0.7283,19383886359.48,,9418895592.43,1151417937.74,1311667953.39,0.0933,0.7283
1651600,1635,22.4566927569555,20.2388367749643,-19.0151752910131,17.3398676031316,-0.0638,-0.1666,5660017137.34,,616048822.07,-181211477.47,33931949.89,-0.0638,-0.1666
1916500,7105,23.8269770986264,23.1016401885223,19.6195437240647,20.1329975757898,0.0387,0.2475,22280486748.03,,10787352160.12,331634402.91,554178600.2,0.0387,0.2475
3065000,6815,21.9530684644735,22.2044814861643,-21.8172635946278,-19.4499731349877,-1.3176,-3.2589,3420554346.39,,4398289209.17,-2986188298.81,-279908447.65,-1.3176,-3.2589
1496000,3442,22.0853461839133,21.3814204350195,17.4409905939164,20.3563723014704,0.0222,0.0406,3904307172.62,,1931225157.35,37542740.7,692883408.62,0.0222,0.0406
670200,1796,21.5530911321733,21.5849120534268,-18.9214326588644,17.8929107985597,-0.1162,-0.1781,2292918121.53,,2367054171.66,-164996143.5,58991905.56,-0.1162,-0.1781
2675200,1542,21.8338057296084,20.5542967171434,18.7058394922979,19.046727648561,0.0564,0.5542,3035997064.58,,844534982.39,132997314.24,187020285.69,0.0564,0.5542
1876700,1648,21.6982930588865,21.3172275046928,19.5652496596045,19.7197214005691,0.1588,0.7632,2651239381.88,,1811149393.46,314108699.15,366577824.01,0.1588,0.7632
9808500,6177,23.5585228535993,22.7862508527841,21.2903078992799,22.0238759391086,0.1796,1.7973,17034777959.42,,7869425144.32,1763044355.73,3671535996.49,0.1796,1.7973
2007000,2581,22.7066273157203,21.2481359206549,-20.8179980511608,-17.8552017472276,-0.6163,-1.4848,7267130277.69,,1690239244.5,-1099364421.54,-56808796.93,-0.6163,-1.4848
9175200,21014,24.3476885989358,24.0588008459289,21.1532200793837,21.799008223217,0.1167,0.899,37503068713.54,,28093409430.26,1537187184,2932168894.65,0.1167,0.899
6449500,19414,23.9030576976301,23.8506341413628,21.6684485440057,21.3419242128244,0.1974,0.6134,24041748998.06,,22813861332.61,2573283492.7,1856435731.39,0.1974,0.6134
8513400,5745,24.3745693074911,21.9570880048357,19.3562840934405,20.4427440139621,0.0131,0.1864,38524849342.06,,3434331072.15,254875078.14,755389459.01,0.0131,0.1864
3228700,780,21.6225956758055,21.4358388200924,17.5127618113195,19.277137933112,0.0312,0.0801,2457955332.93,,2039231422.41,40336277.63,235480327.55,0.0312,0.0801
2392900,2054,22.8983446644665,21.8179809749883,19.5168117645527,19.8330851426654,0.0442,0.3163,8802879003.96,,2988331300.23,299256542.32,410581556.31,0.0442,0.3163
800400,5778,22.9914844565554,22.4889587608093,19.2117485787433,20.4250106142467,0.0427,0.1323,9662173468.05,,5845621525.69,220575054.63,742111911.77,0.0427,0.1323
1527000,2004,22.4592908359454,21.8246274283392,19.0908914771956,19.6652195508354,0.0447,0.296,5674741428.1,,3008259256.57,195464918.68,347133347.5,0.0447,0.296
1900000,2284,22.5478072535842,22.1843954827434,19.9359929416104,17.9544087400044,0.1102,0.3823,6199951172.63,,4310826485.88,455084166.72,62733662.28,0.1102,0.3823
4822400,7615,22.2937924473783,22.077362220619,19.9595382523434,19.9063778308833,0.1251,1.4002,4809180091.46,,3873259434.39,465926405.89,441804410.04,0.1251,1.4002
1200000,602,21.1685468062644,21.0172416170326,17.5577055951234,18.3687670806495,0.0472,0.1573,1560928707.3,,1341751406.17,42190498.31,94941083.23,0.0472,0.1573
1816600,3150,21.9418545919273,21.5208221969869,17.6645234412312,19.7014122617809,0.0255,0.0619,3382410953.2,,2220109147.11,46946698.48,359927169.42,0.0255,0.0619
3484400,2651,22.4182954100757,22.0767108407727,19.7526554888836,19.5910712484363,0.1154,0.5258,5446807041.96,,3870737292.78,378851736.1,322325108.68,0.1154,0.5258
12806300,1957,23.6690667647717,22.3970062817881,20.7446669632953,17.4340647820564,0.0874,0.6963,19025894654.11,,5332074875.27,1021631772.88,37283625.07,0.0874,0.6963
1430000,5622,22.547035580401,22.2634988316183,19.8570343613892,20.1516970329893,0.1273,0.4601,6195168682.07,,4665677222.29,420533357.07,564638935.71,0.1273,0.4601
1442500,5309,22.4298171064213,21.7855412219993,18.4680661079472,17.653030957658,0.0462,0.2993,5509926421.66,,2892946072.26,104852599.54,46410252.77,0.0462,0.2993
2769700,2697,21.8282334469929,21.6798596205533,19.1398288743683,18.7784891292537,0.1071,0.3553,3019126677.85,,2602815603.75,205268384.67,143019154.85,0.1071,0.3553
1165200,2097,22.173088431625,21.4958386912259,19.5975921483514,19.0577190600145,0.0967,0.5199,4262358283.05,,2165330172.14,324433826.35,189087241.17,0.0967,0.5199
1564300,4348,22.9903372129029,22.1690568003384,17.6013965783414,-17.4185365963925,0.0125,0.0634,9651094956.96,,4245208619.83,44074704.35,-36709149.84,0.0125,0.0634
1798400,2467,23.7504435462656,23.9294988514355,20.7513646877054,21.0507047952708,0.1051,0.5794,20638901335.33,,24685919355.1,1028497347.14,1387410358.86,0.1051,0.5794
2180100,1231,22.5022192832542,21.5443804732398,19.8401177219706,19.0975010117432,0.0851,0.8933,5923653751.74,,2273032030.03,413479180.61,196761129.77,0.0851,0.8933
11767500,8213,22.9795029823356,22.1107202975131,19.7592685764115,21.352477427993,0.0582,0.3216,9547097154.33,,4004643090.49,381365418.23,1876130837.67,0.0582,0.3216
890200,4250,23.6892597120905,22.6624977580404,-20.7761752560097,-19.7155065197807,-0.1174,-0.5929,19413988737.05,,6953408152.92,-1054334138.22,-365035993.78,-0.1174,-0.5929
1309700,1512,21.3591237115951,20.4238314091486,18.480329542514,18.9123551419921,0.0666,0.2109,1888641664.49,,741237325.38,106146369.35,163505165.65,0.0666,0.2109
2800000,2011,22.4773652297164,20.9184710227945,19.0169899373294,-17.5796449282401,0.0446,0.1594,5778241471.86,,1215560376.69,181540610.75,-43126358.24,0.0446,0.1594
2277700,3544,22.5699467719761,21.9272944124071,20.7240832090168,-17.1244559670357,0.2299,0.6287,6338745860.18,,3333519242.3,1000817706.21,-27356260.59,0.2299,0.6287
6634600,2378,23.1487448789706,24.8851125836085,20.4978881079399,21.2105988467369,0.1413,0.6441,11307644959.17,,64189955794.83,798214652.98,1627968648.62,0.1413,0.6441
2189500,105,19.8275206530502,19.993113197578,16.9898851088905,16.9446572272989,0.0864,0.0886,408303224.26,,481835437.42,23911859.54,22854468.8,0.0864,0.0886
3195700,3575,21.9341456011805,21.5786789662354,16.8384884098337,18.6659518592136,0.0144,0.0181,3356436226.56,,2352346002.89,20552402.66,127796774.28,0.0144,0.0181
1962700,2440,21.4617521673748,21.8427302411392,17.9806924671599,-18.6233250798316,0.1113,0.1606,2092765360.57,,3063213119.75,64404397.13,-122463683.14,0.1113,0.1606
2919700,2327,22.8018241293076,21.8898446836326,19.5611816771393,19.460733658482,0.0983,0.1625,7992937125.05,,3210988541.82,312833505.96,282936672.5,0.0983,0.1625
10600000,19759,24.1884811656147,23.5244542412428,20.4894116358598,21.5204943989707,0.0565,0.5501,31983345963,,16464201277,791477204,2219381519,0.0565,0.5501
2160000,6074,22.6738556592676,21.8507532642988,18.8506815064474,19.2612977184091,0.0392,0.1089,7032834480.26,,3087888201.57,153725869.57,231779655.7,0.0392,0.1089
4464000,5745,23.138138573825,22.9845302344041,19.8951174123795,19.9866211239087,0.0953,0.1269,11188346403.06,,9595213663.82,436857412.39,478717458.29,0.0953,0.1269
2997600,1997,22.4101128007321,21.6178881604961,-20.4368397651288,19.187689721421,-13.418,-1.7146,5402419797.17,,2446411662.89,-750942592.3,215331599.55,-13.418,-1.7146
1247200,1466,21.5202322029193,20.3228474165703,16.9655134093003,18.6419919332762,0.0152,0.0357,2218799682.21,,670039629.14,23336131.12,124771164.47,0.0152,0.0357
2076100,13424,24.0023974012825,23.7282663572569,21.2910352156444,-16.0221411332129,0.1502,0.3897,26552703369.63,,20186226599.09,1764327113.17,-9085053.36,0.1502,0.3897
4624300,1391,23.5238102837506,22.2962791140992,17.1532828968306,18.3228072018303,0.006,0.0189,16453602444.2,,4821153800.69,28156334.02,90676356.39,0.006,0.0189
3792600,1271,21.6228418573749,21.4205844152816,19.2828438829228,19.9502585597469,0.1299,0.5472,2458560510.72,,2008360220.33,236827807.15,461622751.25,0.1299,0.5472
3250000,1972,22.9290160578706,21.9991727864674,17.1072210707895,-18.9044126357141,0.005,0.0351,9077058813.52,,3581948583.92,26888818.01,-162211668.45,0.005,0.0351
2007600,3932,23.1726196739073,22.5257811765579,20.232077698884,20.5994853449479,0.0915,0.4566,11580861176.59,,6064883536.23,611898941.69,883573771.11,0.0915,0.4566
3166100,2163,22.7032190830801,22.1679668743059,19.4039455966068,19.7643997639211,0.0514,0.2163,7242404366.84,,4240584177.05,267316951.5,383327304.8,0.0514,0.2163
5935000,5997,22.5419618856909,22.1181866842093,20.1194745828458,19.8259734935894,0.1528,0.3675,6163815892,,4034655205.99,546734890.95,407672002.49,0.1528,0.3675
4300000,7164,22.2309612795298,21.840028822856,19.8284354282928,16.3621276970561,0.2114,0.1859,4516310694.76,,3054949266.91,408676900.83,12763852.33,0.2114,0.1859
1591800,1361,22.0015033320598,21.1841982311786,19.1909442512762,18.8287890392282,0.0999,0.4447,3590306213.54,,1585551655.22,216033544.3,150397002.52,0.0999,0.4447
1997200,5381,22.8475084583423,22.0171009181939,20.5125517677547,20.3048225328307,0.135,0.8676,8366558435.55,,3646745336.77,810005639.34,658070438.42,0.135,0.8676
2400000,5124,23.1528511495157,22.3773195317691,20.443354249923,21.1601310580393,0.0809,0.657,11354172670.91,,5228130173.91,755850565.5,1547847445.81,0.0809,0.657
3771500,3345,22.557089863934,23.0973576998727,19.4229414026318,20.6734625960355,0.0661,0.5003,6257770847.13,,10741254224.33,272443388.71,951416605.95,0.0661,0.5003
2613700,1312,21.6463644050035,21.5543235918525,18.1652144055662,18.9588676675492,0.0589,0.1614,2517077655.44,,2295745792.8,77455520.89,171289842.94,0.0589,0.1614
2790000,1971,22.1199396306788,22.3544390115421,20.2270072628782,19.5653193276136,0.1994,1.1696,4041733943.1,,5109865968.4,608804199.74,314130583.24,0.1994,1.1696
2542000,7376,23.3390383854986,22.8685466340241,21.0340499321392,20.4633942759226,0.151,1.269,13677779045.68,,8544440154.3,1364494588.44,771150625.24,0.151,1.269
2563100,461,21.4379782709786,19.7734869409833,18.6417517988087,-15.6966388419906,0.0798,0.0519,2043598928.25,,386826542.91,124741206.21,-6560903.25,0.0798,0.0519
3053200,1422,22.0819383463311,20.8589884575302,18.9518286639632,17.8553331995653,0.0557,0.1872,3891024573.23,,1145364149.09,170088366.68,56816265.07,0.0557,0.1872
972300,94,20.3584983872323,18.4719767195713,-17.7600799631711,-16.5748593130069,-0.1543,-0.0362,694358105.28,,105263440.13,-51654091.34,-15789556.73,-0.1543,-0.0362
1150000,4458,22.327806827532,21.3222517110487,18.8328592322112,18.6309345284862,0.0512,0.2504,4975575242.63,,1820271879.19,151010394.81,123399118.81,0.0512,0.2504
5664300,4035,22.4678592004342,21.9059957049011,18.2763754027341,19.9110413152805,0.0244,0.14,5723573588.15,,3263270351.87,86562339.72,443869569.69,0.0244,0.14
408000,152,20.9281994231984,19.9342066616479,15.828563760648,-17.2466338880538,0.0106,0.017,1227443543.13,,454271984.6,7486139.19,-30911346.9,0.0106,0.017
1263600,1507,22.0087491123601,21.1690577757278,19.1525240704408,19.1420574705288,0.1416,0.3897,3616415259.55,,1561726498.01,207890918.63,205726355.13,0.1416,0.3897
1975100,1379,21.7806019547531,21.7310011232441,17.6818917425649,19.0741694072648,0.0281,0.0614,2878692269.13,,2739390050.46,47769204.98,192223517.64,0.0281,0.0614
1285400,1672,22.3339637863764,21.5056731942943,18.0120406560759,19.018334725371,0.0352,0.1285,5006304155.88,,2186730175.08,66455337.01,181784908.62,0.0352,0.1285
9863200,27306,24.2562824620722,24.601725875282,-21.3404404866591,22.117431721726,-0.206,-0.6879,34227062253.61,,48349701025.62,-1853683331.53,4031610342.2,-0.206,-0.6879
1042600,2125,22.0194472702056,21.4479950615743,18.9901370966603,18.4257658061807,0.0802,0.5276,3655311931.22,,2064172097.32,176730599.91,100509801.31,0.0802,0.5276
5199700,4551,22.2640999391537,21.2834736623873,18.386943958702,17.8788211269254,0.0301,0.0974,4668482639.12,,1751036372.39,96682595.4,58166557.08,0.0301,0.0974
10249000,25183,24.3421914245695,23.9754418413275,21.1604492198718,21.5408304353309,0.1043,0.9705,37297473419.88,,25846520912.72,1548339990.14,2264976986.47,0.1043,0.9705
2239100,5533,23.8152339217544,22.432365552083,20.7849084454174,20.4307298209748,0.0793,0.7937,22020373319.53,,5523986077.27,1063582161.54,746368363.37,0.0793,0.7937
3915600,1644,24.4617818694278,21.8986700801045,-20.8431579630404,20.3614838334224,-0.1517,-0.7632,42035564445.32,,3239452205.58,-1127375230.65,696434171.49,-0.1517,-0.7632
4317700,1072,21.8041155376977,20.6928017399343,19.679491995367,19.2133710427332,0.1432,0.2584,2947182710.81,,969995257.17,352123313.75,220933220.19,0.1432,0.2584
2823300,9725,23.4928255870093,23.7943863725853,17.7076278723694,20.5650206850371,0.0055,0.1161,15951609768.5,,21566054673.74,49014555.96,853640484.72,0.0055,0.1161
817100,809,21.8234967956544,20.3316506746611,19.7338724084636,19.3690416221574,0.1555,0.573,3004859942.38,,675964200.43,371802147.23,258147483.79,0.1555,0.573
1471200,6955,23.6082880143368,22.9591753048328,-21.9365556580235,-21.0349066817254,-0.5293,-1.0239,17903964654.33,,9354986043.85,-3364535184.21,-1365664119.54,-0.5293,-1.0239
600500,1997,22.426568688715,22.4161052846098,15.831653239143,18.6910867683099,0.0051,0.0059,5492056918.63,,5434890904.83,7509303.22,131049643.62,0.0051,0.0059
2983700,4649,22.8669643244756,22.0218745288609,18.2040647078554,20.2791399917583,0.0219,0.1188,8530930895.79,,3664195095.25,80523909.27,641384700.57,0.0219,0.1188
1440000,960,21.7834017516201,20.4092062735352,17.6924969893397,18.0952909701701,0.0304,0.0776,2886763316.1,,730475517.25,48278505.04,72224578.63,0.0304,0.0776
5617900,172410,24.971943255997,25.2504880944699,22.7369701039934,22.6508972991712,0.2424,1.0702,70012753551.75,,92501259211.54,7491014735.42,6873211486.05,0.2424,1.0702
1287000,469,20.7332776595822,19.9187727579425,16.3944090037189,17.2972560724742,0.016,0.0215,1010062108.61,,447314622.27,13182608.8,32516430.47,0.016,0.0215
1695000,3343,22.6530182526697,22.0949175815976,18.7442491045891,20.3249778972314,0.0295,0.144,6887804718.31,,3941856261.22,138205063.09,671468657.33,0.0295,0.144
1650000,1942,23.1321872425804,22.2614866897857,19.7083676259163,19.7273095571754,0.0794,0.419,11121958591.41,,4656298656.64,362439320.28,369370054.49,0.0794,0.419
3663800,1669,22.7179784023356,21.5743146228871,17.9906475598176,20.1408624067152,0.0236,0.0846,7350090053.96,,2342101927.85,65048750.85,558554305.73,0.0236,0.0846
2723600,4044,23.8764606323363,23.2285042274355,-20.490120573546,20.2174566468446,-0.1245,-0.5152,23410737751.72,,12246478061.74,-792038510.96,603017422.22,-0.1245,-0.5152
4615300,2633,22.7371894218542,22.0082819753919,19.2612172959515,19.532181449965,0.0575,0.246,7492657828.92,,3614726292.81,231761016.16,303891549.29,0.0575,0.246
1177800,3563,22.3650401250028,21.6921662151486,19.763708844986,19.4719717293165,0.0971,0.4663,5164324387.22,,2635045312.4,383062548.18,286134268.62,0.0971,0.4663
1603100,342,21.9393322946669,21.1456413483447,-17.3087129947307,-18.8105008341083,-0.0145,-0.0605,3373890257.7,,1525581290.3,-32891110.93,-147671509.44,-0.0145,-0.0605
2361800,1526,20.9485638974779,20.8813743286362,16.7249982831677,19.3831230487547,0.0194,0.0221,1252696039.8,,1171293263.4,18347397.25,261808282.78,0.0194,0.0221
1210700,977,22.2622661070439,21.9248610117291,19.9575971573523,16.6735496667213,0.1929,0.8368,4659929270.87,,3325417315.93,465022875.68,17427320.33,0.1929,0.8368
2741400,1739,22.5723689040243,21.6866359293062,-18.9277828062197,-18.1160431295598,-0.0439,-0.1657,6354117748.53,,2620512979.63,-166047227.06,-73739054.57,-0.0439,-0.1657
3960800,9832,22.7117041855842,22.3235892863321,20.0784240197066,19.8664213982497,0.1354,0.2412,7304118364.8,,4954634738.81,524745541.24,424499505.26,0.1354,0.2412
1377200,2890,22.3672280314262,21.8251125657223,16.2539718239355,19.1477518365613,0.0064,0.0144,5175635815.38,,3009719029.66,11455400.36,206901178.06,0.0064,0.0144
3781400,2896,22.8246981107239,22.0004345669236,17.5432235079649,19.6359631013366,0.0144,0.0333,8177874483.67,,3586471069.23,41583894.88,337124582.61,0.0144,0.0333
1733800,548,21.2686385844502,19.7271700778859,18.43958199886,18.5819998641217,0.0742,0.2516,1725251345.67,,369318538.61,101908101.44,117505989.43,0.0742,0.2516
4547000,17544,26.2101971222445,25.3985681809694,23.316413078155,23.5858536578552,0.1914,1.9809,241514928108.98,,107264993119.44,13371789695.54,17506772759.88,0.1914,1.9809
567600,1024,21.4686558434401,19.6389015132268,-19.7077260912786,18.455060996146,-0.2369,-0.9394,2107263121.04,,338116650.33,-362206877.47,103497808.46,-0.2369,-0.9394
839800,258,20.9679283643049,19.3099235641987,16.0926709562362,17.9577838392915,0.0081,0.0104,1277190223.71,,243328651.83,9748957.91,62945752.33,0.0081,0.0104
2728600,2152,22.3260884378196,21.2190637336708,-19.6834583116458,19.3369429922609,-0.1482,-0.2345,4967032607.21,,1641807709.57,-353522719.59,249992879.21,-0.1482,-0.2345
2432100,4025,22.6629511192316,21.9019695983883,19.6576111084842,20.0870384087335,0.0633,0.3052,6956561273.02,,3250158490.44,344502225.5,529285429.58,0.0633,0.3052
1400000,2810,22.7398816575249,22.6622619540281,20.1837749820008,20.6838139387591,0.1031,0.1753,7512857007.87,,6951768704.68,583045031.31,961316193.93,0.1031,0.1753
1157100,30,20.4342925253374,17.488840753257,16.1573589555123,17.5675211675599,0.1722,0.055,749032195.6,,39382840.27,10400442.96,42606661.3,0.1722,0.055
1970400,793,21.9764662525507,18.4615329078735,22.3183618377173,18.0735075354963,2.3327,1.3884,3501531399.81,,104169809.36,4928802218.22,70668291.42,2.3327,1.3884
1773000,326,21.5418070728069,19.9127420766557,17.5212656569966,18.896416077428,0.0211,0.0474,2267190128.42,,444625128.24,40680753.72,160919705.9,0.0211,0.0474
2276600,1493,23.0790679151279,22.8782129623838,-21.3193543726144,-21.2092960924542,-0.4479,-0.5869,10546584655.58,,8627433995.11,-1815005568.34,-1625849186.36,-0.4479,-0.5869
1798400,142,21.9764585418547,19.924971713898,-17.8924313024279,-17.3962614085198,-0.1038,-0.7759,3501504400.67,,450096118.19,-58963625.95,-35900486.63,-0.1038,-0.7759
5740000,2822,23.4027938651994,23.3219741494691,17.9922213092545,17.4062110836466,0.01,0.0102,14578211168.13,,13446358320.18,65151201.88,36259467.72,0.01,0.0102
4250000,1317,23.3479216805457,22.5077935619545,-21.6889708083097,20.6124184665163,-0.6086,-0.4486,13799824070.94,,5956766051.53,-2626638709,895075353.47,-0.6086,-0.4486
2968100,4612,23.2455941688393,22.8186571027338,21.2464297720929,21.1532934410241,0.2059,1.778,12457568276.25,,8128620799.31,1687357903.94,1537299958.71,0.2059,1.778
1320000,2863,22.4298277266774,21.0202931222737,-20.5461770124257,19.1014518352302,-0.3998,-0.8809,5509984938.8,,1345852020.96,-837705372.44,197540035.91,-0.3998,-0.8809
17052700,6618,22.7352900173046,22.7804014938746,20.6244274298127,20.5347662701885,0.1797,0.6907,7478439747.77,,7823528416.32,905889081.41,828200862.25,0.1797,0.6907
2785200,2468,22.1989183405537,21.4722773974833,16.8511160211855,-19.107852465313,0.0153,0.0182,4373888820.25,,2114908524.08,20813575.94,-198808471.67,0.0153,0.0182
1750700,1517,21.5609674657271,21.0174051851787,16.5117281820923,18.6699258905014,0.0128,0.0436,2311049219.02,,1341970891.91,14823557.29,128305653.14,0.0128,0.0436
2203200,1524,21.105563554601,20.0213016675467,-19.7832502321289,18.1598470796686,-0.6168,-0.7051,1465648369.58,,495610883.41,-390621739.73,77040905.55,-0.6168,-0.7051
2111300,453,21.2037908957196,20.3813059792714,17.8941562463537,-19.2669274418046,0.0445,0.0604,1616923159.04,,710376720.31,59065422.67,-233088190.94,0.0445,0.0604
3199000,2044,22.0997533140937,21.122016850602,19.1567031902996,19.3637277648687,0.0605,0.1419,3960964186.81,,1489962592.08,208761537.64,256779363.12,0.0605,0.1419
6228400,1191,21.9886917239088,21.1571170887257,19.3067920015427,18.4341931085705,0.0806,0.1601,3544602014.48,,1543189304.38,242567844.79,101360406.92,0.0806,0.1601
2904200,2897,22.1425662455062,21.6080860468018,19.5328856332397,19.7408701816603,0.1081,0.5221,4134227158.38,,2422548801.93,304105620,374413058.96,0.1081,0.5221
7076600,2455,22.0785346211706,21.1267845339382,18.9525926051873,20.0205666201994,0.0604,0.1511,3877803108.87,,1497083222.87,170218353.84,495246719.8,0.0604,0.1511
2125000,1237,22.5702985839961,21.3727616966207,18.4977143146804,19.9467150819453,0.0373,0.143,6340976299.49,,1914575371.02,108007833.48,459989895.98,0.0373,0.143
1636100,1319,22.2782121808381,21.7567737992838,18.9033530706703,19.9658383542595,0.0467,0.3276,4734832465.66,,2810909123,162039885.66,468871055.79,0.0467,0.3276
3377600,928,21.9281393436182,21.094483201696,18.7173006308256,19.5494821829794,0.067,0.1485,3336337027,,1449498108.94,134530383.46,309194838.97,0.067,0.1485
1894900,1671,21.1222075922325,20.6410233657587,17.2842804588461,18.858858679855,0.0953,0.0621,1490246817.08,,921048603.87,32097235.37,154988066.23,0.0953,0.0621
1445900,2140,21.9684003501289,21.4605180020997,18.5782537050889,19.772595741021,0.0422,0.0657,3473401986.27,,2090184135.39,117066616.8,386481956.68,0.0422,0.0657
6577100,2512,22.5256714121526,22.0987680360546,18.3465074968529,19.4293759818465,0.0283,0.1497,6064217864.43,,3957063457.75,92851081.81,274202099.49,0.0283,0.1497
2402400,549,20.9337689214617,19.5203380316854,17.30797538677,18.8547800634398,0.0384,0.1264,1234298860.43,,300313663.58,32866859.13,154357216.73,0.0384,0.1264
2013900,4152,21.9258826720645,20.7346801152895,-20.924902620536,-15.6322002278166,-0.5349,-1.5701,3328816499.01,,1011479669.78,-1223403567.15,-6151461.34,-0.5349,-1.5701
3277900,2483,23.4143912238687,22.8151129964622,20.8230500946392,19.2866467727924,0.1604,0.6211,14748264088.17,,8099863093.64,1104932511.67,237730151.89,0.1604,0.6211
2200000,6463,24.647077839505,24.0359791921661,21.3716542405535,21.8539953631317,0.0991,0.4111,50592938061.86,,27459531944.99,1912456236.55,3097915686.57,0.0991,0.4111
3992000,3882,22.6136921438562,22.776895814966,19.3672081431394,19.0625840358516,0.0721,0.351,6622191165.23,,7796149656.37,257674609.43,190009387.32,0.0721,0.351
7473300,2107,23.0659625616041,22.4014209628327,20.2356049288867,20.5636547179141,0.1648,0.8307,10409269681.16,,5355666321.19,614061060.9,852475235.91,0.1648,0.8307
981200,1075,22.2914557220983,20.6234174659342,17.4773295419245,18.4073191270053,0.0468,0.0486,4797955478.29,,904974628.02,38932095.36,98672725.32,0.0468,0.0486
1111000,4281,22.0904145353879,21.703644966394,18.6044864338757,18.6311446279305,0.0547,0.24,3924145805.75,,2665466607.27,120178228.2,123425047.62,0.0547,0.24
2039800,3648,22.6596931583923,22.5676161274055,19.1689979856469,19.728435116253,0.052,0.1707,6933933948.3,,6323989698.92,211344061.29,369786036.37,0.052,0.1707
2092000,2998,22.5312958582217,22.0560690235984,19.5216995312452,20.8662055671924,0.0723,0.4187,6098421829.77,,3791657227.26,300722818.97,1153660268.75,0.0723,0.4187
2465100,10140,23.0484886186818,22.9374913092022,20.043621229303,20.7216797314158,0.144,0.5017,10228958657.13,,9154316093.3,506797072.17,998415151.67,0.144,0.5017
3259700,2884,22.3920279115884,22.1069568423371,19.6939642199894,-17.2848861182301,0.0772,0.2812,5305595798.62,,3989600120.25,357256375.26,-32116681.25,0.0772,0.2812
